stage_id,candidate_id,req_id,stage_name,stage_sequence,stage_date,outcome,interviewer_id,feedback_score
STG001158,CAN00400,REQ1023,Recruiter Screening,1,2024-09-17,Cleared,\N,4
STG001159,CAN00400,REQ1023,HR Intro Round,2,2024-09-25,Rejected – Skills,REC007,1
STG001160,CAN00401,REQ1051,Recruiter Screening,1,2024-05-29,Req Cancelled Mid-Process,\N,\N
STG001161,CAN00402,REQ1024,Recruiter Screening,1,2024-06-25,Cleared,\N,5
STG001162,CAN00402,REQ1024,Profile Submission,2,2024-06-28,Cleared,REC003,3
STG001163,CAN00402,REQ1024,Technical Round 1,3,2024-07-05,Cleared,REC002,4
STG001164,CAN00403,REQ1044,Recruiter Screening,1,2025-01-16,Cleared,\N,5
STG001165,CAN00403,REQ1044,Profile Submission,2,2025-01-20,Cleared,REC004,3
STG001166,CAN00403,REQ1044,Technical Round 1,3,2025-01-27,Cleared,REC011,4
STG001167,CAN00403,REQ1044,Technical Round 2,4,2025-02-03,Cleared,REC006,5
STG001168,CAN00403,REQ1044,System Design Round,5,2025-02-10,Candidate Ghosted,REC006,\N
STG001169,CAN00404,REQ1035,Recruiter Screening,1,2024-07-15,Cleared,\N,3
STG001170,CAN00404,REQ1035,Profile Submission,2,2024-07-22,Cleared,REC003,4
STG001171,CAN00404,REQ1035,Technical Round 1,3,2024-07-30,Cleared,REC005,4
STG001172,CAN00404,REQ1035,Technical Round 2,4,2024-07-31,Rejected – Skills,REC002,2
STG001173,CAN00405,REQ1057,Recruiter Screening,1,2025-05-20,Cleared,\N,\N
STG001174,CAN00405,REQ1057,Profile Submission,2,2025-05-28,Cleared,REC011,5
STG001175,CAN00405,REQ1057,Technical Round 1,3,2025-06-05,Rejected – Culture Fit,REC014,2
STG001176,CAN00406,REQ1035,Recruiter Screening,1,2024-06-20,Cleared,\N,5
STG001177,CAN00406,REQ1035,Profile Submission,2,2024-06-27,Cleared,REC006,3
STG001178,CAN00406,REQ1035,Technical Round 1,3,2024-07-02,Rejected – Skills,REC005,1
STG001179,CAN00407,REQ1040,Recruiter Screening,1,2025-02-25,Cleared,\N,5
STG001180,CAN00407,REQ1040,Profile Submission,2,2025-03-03,Cleared,REC014,5
STG001181,CAN00407,REQ1040,Technical Round 1,3,2025-03-10,Cleared,REC003,3
STG001182,CAN00407,REQ1040,Technical Round 2,4,2025-03-17,Rejected – Compensation Mismatch,REC013,2
STG001183,CAN00408,REQ1013,Recruiter Screening,1,2024-11-22,Cleared,\N,4
STG001184,CAN00408,REQ1013,Profile Submission,2,2024-11-25,Rejected – Compensation Mismatch,REC012,2
STG001185,CAN00409,REQ1003,Recruiter Screening,1,2024-08-13,Rejected – Skills,\N,3
STG001186,CAN00410,REQ1053,Recruiter Screening,1,2024-02-12,Cleared,\N,3
STG001187,CAN00410,REQ1053,HR Intro Round,2,2024-02-16,Cleared,REC009,4
STG001188,CAN00410,REQ1053,Technical Round 1,3,2024-02-22,Rejected – Culture Fit,REC011,2
STG001189,CAN00411,REQ1017,Recruiter Screening,1,2024-11-11,Cleared,\N,5
STG001190,CAN00411,REQ1017,Profile Submission,2,2024-11-14,Rejected – Skills,REC006,3
STG001191,CAN00412,REQ1027,Recruiter Screening,1,2025-02-24,Cleared,\N,4
STG001192,CAN00412,REQ1027,Profile Submission,2,2025-02-27,Cleared,REC002,4
STG001193,CAN00412,REQ1027,Technical Round 1,3,2025-03-04,Candidate Ghosted,REC004,\N
STG001194,CAN00413,REQ1019,Recruiter Screening,1,2024-06-11,Cleared,\N,5
STG001195,CAN00413,REQ1019,Profile Submission,2,2024-06-18,Cleared,REC014,5
STG001196,CAN00413,REQ1019,Technical Round 1,3,2024-06-24,Req Cancelled Mid-Process,REC001,\N
STG001197,CAN00414,REQ1032,Recruiter Screening,1,2025-04-21,Cleared,\N,3
STG001198,CAN00414,REQ1032,Profile Submission,2,2025-04-24,Cleared,REC002,4
STG001199,CAN00414,REQ1032,Technical Round 1,3,2025-04-30,Cleared,REC004,4
STG001200,CAN00414,REQ1032,Technical Round 2,4,2025-05-06,Cleared,REC015,4
STG001201,CAN00414,REQ1032,System Design Round,5,2025-05-12,Cleared,REC011,4
STG001202,CAN00414,REQ1032,Panel Round,6,2025-05-19,Cleared,REC001,4
STG001203,CAN00414,REQ1032,Offer Stage,7,2025-05-26,Rejected – Compensation Mismatch,REC004,1
STG001204,CAN00415,REQ1026,Recruiter Screening,1,2024-07-15,Rejected – Skills,\N,2
STG001205,CAN00416,REQ1017,Recruiter Screening,1,2024-11-11,Cleared,\N,4
STG001206,CAN00416,REQ1017,Profile Submission,2,2024-11-15,Cleared,REC003,3
STG001207,CAN00416,REQ1017,Technical Round 1,3,2024-11-19,Cleared,REC004,5
STG001208,CAN00416,REQ1017,Technical Round 2,4,2024-11-22,Rejected – Skills,REC012,3
STG001209,CAN00417,REQ1043,Recruiter Screening,1,2024-03-18,Cleared,\N,3
STG001210,CAN00417,REQ1043,Profile Submission,2,2024-03-25,Rejected – Skills,REC004,3
STG001211,CAN00418,REQ1058,Recruiter Screening,1,2024-12-30,Cleared,\N,3
STG001212,CAN00418,REQ1058,HR Intro Round,2,2025-01-03,Cleared,REC015,3
STG001213,CAN00418,REQ1058,Technical Round 1,3,2025-01-07,Cleared,REC014,3
STG001214,CAN00418,REQ1058,Hiring Manager Round,4,2025-01-10,Cleared,REC011,5
STG001215,CAN00418,REQ1058,Offer Stage,5,2025-01-14,Cleared,REC009,3
STG001216,CAN00419,REQ1002,Recruiter Screening,1,2024-10-28,Cleared,\N,4
STG001217,CAN00419,REQ1002,Profile Submission,2,2024-11-11,Cleared,REC005,4
STG001218,CAN00419,REQ1002,Technical Round 1,3,2024-11-22,Cleared,REC013,5
STG001219,CAN00419,REQ1002,Technical Round 2,4,2024-12-04,Cleared,REC012,4
STG001220,CAN00419,REQ1002,System Design Round,5,2024-12-23,Rejected – Skills,REC004,2
STG001221,CAN00420,REQ1052,Recruiter Screening,1,2024-11-07,Rejected – Skills,\N,1
STG001222,CAN00421,REQ1054,Recruiter Screening,1,2024-05-15,Rejected – Culture Fit,\N,3
STG001223,CAN00422,REQ1018,Recruiter Screening,1,2024-03-11,Cleared,\N,4
STG001224,CAN00422,REQ1018,Profile Submission,2,2024-03-14,Cleared,REC013,5
STG001225,CAN00422,REQ1018,Technical Round 1,3,2024-03-18,Cleared,REC005,3
STG001226,CAN00422,REQ1018,Technical Round 2,4,2024-03-21,Candidate Withdrew,REC001,\N
STG001227,CAN00423,REQ1012,Recruiter Screening,1,2024-12-06,Cleared,\N,5
STG001228,CAN00423,REQ1012,Profile Submission,2,2024-12-09,Cleared,REC001,3
STG001229,CAN00424,REQ1020,Recruiter Screening,1,2024-05-20,Cleared,\N,3
STG001230,CAN00424,REQ1020,HR Intro Round,2,2024-05-24,Cleared,REC001,4
STG001231,CAN00424,REQ1020,Technical Round 1,3,2024-06-03,Cleared,REC005,3
STG001232,CAN00424,REQ1020,Hiring Manager Round,4,2024-06-06,Rejected – Skills,REC009,1
STG001233,CAN00425,REQ1026,Recruiter Screening,1,2024-07-15,Cleared,\N,5
STG001234,CAN00425,REQ1026,Profile Submission,2,2024-07-29,Cleared,REC014,3
STG001235,CAN00425,REQ1026,Technical Round 1,3,2024-08-13,Cleared,REC005,3
STG001236,CAN00425,REQ1026,Technical Round 2,4,2024-08-23,Cleared,REC002,5
STG001237,CAN00425,REQ1026,System Design Round,5,2024-09-09,Interview No-Show,REC005,\N
STG001238,CAN00426,REQ1030,Recruiter Screening,1,2025-03-17,Cleared,\N,4
STG001239,CAN00426,REQ1030,Profile Submission,2,2025-03-21,Candidate Withdrew,REC002,\N
STG001240,CAN00427,REQ1028,Recruiter Screening,1,2025-02-13,Rejected – Skills,\N,2
STG001241,CAN00428,REQ1045,Recruiter Screening,1,2024-12-02,Cleared,\N,4
STG001242,CAN00428,REQ1045,Profile Submission,2,2024-12-18,Cleared,REC013,5
STG001243,CAN00428,REQ1045,Technical Round 1,3,2024-12-30,Cleared,REC002,3
STG001244,CAN00428,REQ1045,Technical Round 2,4,2025-01-09,Rejected – Skills,REC003,1
STG001245,CAN00429,REQ1024,Recruiter Screening,1,2024-07-04,Rejected – Skills,\N,1
STG001246,CAN00430,REQ1009,Recruiter Screening,1,2024-06-24,Cleared,\N,5
STG001247,CAN00430,REQ1009,Profile Submission,2,2024-07-02,Cleared,REC014,3
STG001248,CAN00430,REQ1009,Technical Round 1,3,2024-07-05,Cleared,REC015,5
STG001249,CAN00430,REQ1009,Technical Round 2,4,2024-07-11,Cleared,REC004,3
STG001250,CAN00430,REQ1009,System Design Round,5,2024-07-17,Cleared,REC004,4
STG001251,CAN00430,REQ1009,Panel Round,6,2024-07-25,Cleared,REC008,3
STG001252,CAN00430,REQ1009,Offer Stage,7,2024-07-29,On Hold – Panel Unavailable,REC004,\N
STG001253,CAN00431,REQ1019,Recruiter Screening,1,2024-06-06,Cleared,\N,5
STG001254,CAN00431,REQ1019,Profile Submission,2,2024-06-10,Cleared,REC010,4
STG001255,CAN00431,REQ1019,Technical Round 1,3,2024-06-17,Req Cancelled Mid-Process,REC002,\N
STG001256,CAN00432,REQ1054,Recruiter Screening,1,2025-06-24,Cleared,\N,4
STG001257,CAN00432,REQ1054,Profile Submission,2,2025-06-25,Rejected – Skills,REC002,1
STG001258,CAN00433,REQ1060,Recruiter Screening,1,2025-02-24,Cleared,\N,4
STG001259,CAN00433,REQ1060,HR Intro Round,2,2025-02-25,Cleared,REC013,3
STG001260,CAN00433,REQ1060,Technical Round 1,3,2025-02-26,Cleared,REC009,5
STG001261,CAN00433,REQ1060,Hiring Manager Round,4,2025-02-27,Cleared,REC002,4
STG001262,CAN00433,REQ1060,Offer Stage,5,2025-02-28,Cleared,REC004,5
STG001263,CAN00434,REQ1023,Recruiter Screening,1,2025-05-16,Cleared,\N,5
STG001264,CAN00434,REQ1023,HR Intro Round,2,2025-05-22,Cleared,REC012,3
STG001265,CAN00434,REQ1023,Technical Round 1,3,2025-05-26,Cleared,REC007,3
STG001266,CAN00434,REQ1023,Hiring Manager Round,4,2025-06-03,Cleared,REC001,4
STG001267,CAN00434,REQ1023,Offer Stage,5,2025-06-11,Cleared,REC014,4
STG001268,CAN00435,REQ1020,Recruiter Screening,1,2024-05-30,Cleared,\N,5
STG001269,CAN00435,REQ1020,HR Intro Round,2,2024-06-07,Cleared,REC015,3
STG001270,CAN00435,REQ1020,Technical Round 1,3,2024-06-17,Cleared,REC003,5
STG001271,CAN00435,REQ1020,Hiring Manager Round,4,2024-06-20,Cleared,REC009,4
STG001272,CAN00435,REQ1020,Offer Stage,5,2024-06-21,Rejected – Culture Fit,REC005,3
STG001273,CAN00436,REQ1015,Recruiter Screening,1,2025-04-25,Cleared,\N,3
STG001274,CAN00436,REQ1015,Profile Submission,2,2025-04-29,Cleared,REC010,5
STG001275,CAN00436,REQ1015,Technical Round 1,3,2025-05-02,Rejected – Culture Fit,REC011,2
STG001276,CAN00437,REQ1030,Recruiter Screening,1,2025-03-10,Cleared,\N,4
STG001277,CAN00437,REQ1030,Profile Submission,2,2025-03-13,Cleared,REC002,3
STG001278,CAN00437,REQ1030,Technical Round 1,3,2025-03-17,Cleared,REC004,4
STG001279,CAN00437,REQ1030,Technical Round 2,4,2025-03-24,Cleared,REC005,3
STG001280,CAN00437,REQ1030,System Design Round,5,2025-03-25,Interview No-Show,REC010,\N
STG001281,CAN00438,REQ1017,Recruiter Screening,1,2024-11-18,Cleared,\N,4
STG001282,CAN00438,REQ1017,Profile Submission,2,2024-11-25,Cleared,REC012,4
STG001283,CAN00439,REQ1019,Recruiter Screening,1,2024-05-27,Req Cancelled Mid-Process,\N,\N
STG001284,CAN00440,REQ1003,Recruiter Screening,1,2024-08-08,Rejected – Skills,\N,1
STG001285,CAN00441,REQ1029,Recruiter Screening,1,2025-06-16,Rejected – Skills,\N,1
STG001286,CAN00442,REQ1004,Recruiter Screening,1,2025-03-24,Cleared,\N,\N
STG001287,CAN00442,REQ1004,Profile Submission,2,2025-04-04,Candidate Ghosted,REC010,\N
STG001288,CAN00443,REQ1020,Recruiter Screening,1,2024-05-24,Cleared,\N,4
STG001289,CAN00443,REQ1020,HR Intro Round,2,2024-05-28,Cleared,REC002,4
STG001290,CAN00443,REQ1020,Technical Round 1,3,2024-05-31,Cleared,REC008,4
STG001291,CAN00443,REQ1020,Hiring Manager Round,4,2024-06-05,Rejected – Skills,REC002,1
STG001292,CAN00444,REQ1017,Recruiter Screening,1,2024-10-14,Cleared,\N,4
STG001293,CAN00444,REQ1017,Profile Submission,2,2024-10-21,Cleared,REC005,4
STG001294,CAN00444,REQ1017,Technical Round 1,3,2024-10-29,Cleared,REC012,3
STG001295,CAN00444,REQ1017,Technical Round 2,4,2024-11-04,Cleared,REC014,3
STG001296,CAN00444,REQ1017,Hiring Manager Round,5,2024-11-07,Cleared,REC014,4
STG001297,CAN00444,REQ1017,Offer Stage,6,2024-11-11,Cleared,REC002,5
STG001298,CAN00445,REQ1056,Recruiter Screening,1,2025-03-31,Cleared,\N,3
STG001299,CAN00445,REQ1056,Profile Submission,2,2025-04-07,Cleared,REC003,4
STG001300,CAN00445,REQ1056,Technical Round 1,3,2025-04-15,Cleared,REC013,5
STG001301,CAN00445,REQ1056,Technical Round 2,4,2025-04-21,Cleared,REC008,4
STG001302,CAN00445,REQ1056,System Design Round,5,2025-04-25,Cleared,REC007,5
STG001303,CAN00445,REQ1056,Panel Round,6,2025-04-30,Cleared,REC002,3
STG001304,CAN00445,REQ1056,Culture Fit Round,7,2025-05-05,Cleared,REC008,5
STG001305,CAN00445,REQ1056,Offer Stage,8,2025-05-12,Cleared,REC003,4
STG001306,CAN00446,REQ1036,Recruiter Screening,1,2024-08-19,Rejected – Skills,\N,3
STG001307,CAN00447,REQ1002,Recruiter Screening,1,2024-10-21,Cleared,\N,\N
STG001308,CAN00447,REQ1002,Profile Submission,2,2024-11-05,Cleared,REC008,3
STG001309,CAN00447,REQ1002,Technical Round 1,3,2024-11-20,Cleared,REC005,4
STG001310,CAN00447,REQ1002,Technical Round 2,4,2024-12-09,Rejected – Skills,REC014,\N
STG001311,CAN00448,REQ1043,Recruiter Screening,1,2024-04-08,Rejected – Skills,\N,3
STG001312,CAN00449,REQ1034,Recruiter Screening,1,2024-10-15,Rejected – Skills,\N,2
STG001313,CAN00450,REQ1053,Recruiter Screening,1,2024-02-26,Cleared,\N,3
STG001314,CAN00450,REQ1053,HR Intro Round,2,2024-03-01,Cleared,REC010,5
STG001315,CAN00450,REQ1053,Technical Round 1,3,2024-03-04,Cleared,REC012,5
STG001316,CAN00451,REQ1013,Recruiter Screening,1,2024-10-25,Cleared,\N,4
STG001317,CAN00451,REQ1013,Profile Submission,2,2024-10-28,Cleared,REC002,5
STG001318,CAN00451,REQ1013,Technical Round 1,3,2024-11-05,Cleared,REC011,3
STG001319,CAN00451,REQ1013,Technical Round 2,4,2024-11-11,Rejected – Culture Fit,REC009,2
STG001320,CAN00452,REQ1023,Recruiter Screening,1,2024-10-02,Rejected – Skills,\N,3
STG001321,CAN00453,REQ1009,Recruiter Screening,1,2024-04-22,Cleared,\N,4
STG001322,CAN00453,REQ1009,Profile Submission,2,2024-04-30,Cleared,REC001,4
STG001323,CAN00453,REQ1009,Technical Round 1,3,2024-05-03,Cleared,REC014,5
STG001324,CAN00453,REQ1009,Technical Round 2,4,2024-05-13,Cleared,REC007,5
STG001325,CAN00453,REQ1009,System Design Round,5,2024-05-17,Cleared,REC011,5
STG001326,CAN00453,REQ1009,Panel Round,6,2024-05-23,Rejected – Culture Fit,REC007,3
STG001327,CAN00454,REQ1060,Recruiter Screening,1,2025-02-26,Cleared,\N,5
STG001328,CAN00454,REQ1060,HR Intro Round,2,2025-02-27,Cleared,REC015,5
STG001329,CAN00454,REQ1060,Technical Round 1,3,2025-02-28,Rejected – Skills,REC004,2
STG001330,CAN00455,REQ1042,Recruiter Screening,1,2024-04-23,Cleared,\N,3
STG001331,CAN00455,REQ1042,HR Intro Round,2,2024-04-30,Cleared,REC008,3
STG001332,CAN00455,REQ1042,Technical Round 1,3,2024-05-08,Cleared,REC011,3
STG001333,CAN00455,REQ1042,Hiring Manager Round,4,2024-05-13,Cleared,REC012,3
STG001334,CAN00455,REQ1042,Offer Stage,5,2024-05-20,Rejected – Skills,REC002,2
STG001335,CAN00456,REQ1015,Recruiter Screening,1,2025-06-18,Cleared,\N,4
STG001336,CAN00456,REQ1015,Profile Submission,2,2025-06-23,Cleared,REC015,4
STG001337,CAN00456,REQ1015,Technical Round 1,3,2025-06-27,Cleared,REC007,3
STG001338,CAN00456,REQ1015,Technical Round 2,4,2025-06-30,Cleared,REC011,3
STG001339,CAN00457,REQ1001,Recruiter Screening,1,2025-04-07,Rejected – Skills,\N,3
STG001340,CAN00458,REQ1005,Recruiter Screening,1,2025-01-06,Cleared,\N,3
STG001341,CAN00458,REQ1005,Profile Submission,2,2025-01-20,Cleared,REC009,5
STG001342,CAN00458,REQ1005,Technical Round 1,3,2025-02-03,Cleared,REC001,3
STG001343,CAN00458,REQ1005,Technical Round 2,4,2025-02-18,Cleared,REC003,5
STG001344,CAN00458,REQ1005,Technical Round 3,5,2025-02-19,Cleared,REC006,3
STG001345,CAN00458,REQ1005,System Design Round,6,2025-02-20,Rejected – Skills,REC007,2
STG001346,CAN00459,REQ1001,Recruiter Screening,1,2025-03-10,Cleared,\N,5
STG001347,CAN00459,REQ1001,Profile Submission,2,2025-03-27,Cleared,REC012,5
STG001348,CAN00459,REQ1001,Technical Round 1,3,2025-04-10,Rejected – Culture Fit,REC007,3
STG001349,CAN00460,REQ1033,Recruiter Screening,1,2024-09-06,Rejected – Skills,\N,2
STG001350,CAN00461,REQ1026,Recruiter Screening,1,2024-09-12,Cleared,\N,4
STG001351,CAN00461,REQ1026,Profile Submission,2,2024-09-13,Cleared,REC006,5
STG001352,CAN00461,REQ1026,Technical Round 1,3,2024-09-16,Cleared,REC006,3
STG001353,CAN00461,REQ1026,Technical Round 2,4,2024-09-17,Rejected – Skills,REC013,3
STG001354,CAN00462,REQ1004,Recruiter Screening,1,2025-02-18,Cleared,\N,5
STG001355,CAN00462,REQ1004,Profile Submission,2,2025-03-03,Cleared,REC013,5
STG001356,CAN00462,REQ1004,Technical Round 1,3,2025-03-19,Cleared,REC001,3
STG001357,CAN00462,REQ1004,Technical Round 2,4,2025-04-07,Cleared,REC007,\N
STG001358,CAN00462,REQ1004,Technical Round 3,5,2025-04-18,Cleared,REC010,4
STG001359,CAN00462,REQ1004,System Design Round,6,2025-05-05,Cleared,REC011,3
STG001360,CAN00462,REQ1004,Panel Round,7,2025-05-15,Candidate Ghosted,REC005,\N
STG001361,CAN00463,REQ1007,Recruiter Screening,1,2024-10-09,Cleared,\N,4
STG001362,CAN00463,REQ1007,Profile Submission,2,2024-10-17,Cleared,REC007,4
STG001363,CAN00463,REQ1007,Technical Round 1,3,2024-10-21,Cleared,REC001,5
STG001364,CAN00464,REQ1031,Recruiter Screening,1,2024-10-04,Cleared,\N,3
STG001365,CAN00464,REQ1031,Profile Submission,2,2024-10-08,Cleared,REC012,5
STG001366,CAN00465,REQ1010,Recruiter Screening,1,2025-01-14,Rejected – Skills,\N,1
STG001367,CAN00466,REQ1021,Recruiter Screening,1,2024-11-19,Cleared,\N,4
STG001368,CAN00466,REQ1021,Profile Submission,2,2024-11-22,Cleared,REC015,5
STG001369,CAN00466,REQ1021,Technical Round 1,3,2024-11-28,Cleared,REC009,5
STG001370,CAN00466,REQ1021,Technical Round 2,4,2024-12-02,Cleared,REC006,4
STG001371,CAN00466,REQ1021,System Design Round,5,2024-12-10,Cleared,REC012,4
STG001372,CAN00466,REQ1021,Panel Round,6,2024-12-13,Cleared,REC011,3
STG001373,CAN00466,REQ1021,Founder/CXO Round,7,2024-12-23,Rejected – Culture Fit,REC002,1
STG001374,CAN00467,REQ1005,Recruiter Screening,1,2025-01-03,Cleared,\N,5
STG001375,CAN00467,REQ1005,Profile Submission,2,2025-01-21,Cleared,REC012,4
STG001376,CAN00467,REQ1005,Technical Round 1,3,2025-02-07,Cleared,REC015,3
STG001377,CAN00467,REQ1005,Technical Round 2,4,2025-02-19,Cleared,REC014,4
STG001378,CAN00467,REQ1005,Technical Round 3,5,2025-02-20,Cleared,REC005,3
STG001379,CAN00467,REQ1005,System Design Round,6,2025-02-21,Cleared,REC011,5
STG001380,CAN00467,REQ1005,Panel Round,7,2025-02-24,Cleared,REC002,5
STG001381,CAN00467,REQ1005,Founder/CXO Round,8,2025-02-25,Cleared,REC001,4
STG001382,CAN00467,REQ1005,Reference Check,9,2025-02-26,Rejected – Skills,REC002,2
STG001383,CAN00468,REQ1006,Recruiter Screening,1,2024-05-27,Cleared,\N,3
STG001384,CAN00469,REQ1032,Recruiter Screening,1,2025-05-15,Cleared,\N,3
STG001385,CAN00469,REQ1032,Profile Submission,2,2025-05-23,Cleared,REC004,3
STG001386,CAN00469,REQ1032,Technical Round 1,3,2025-05-26,Cleared,REC004,4
STG001387,CAN00469,REQ1032,Technical Round 2,4,2025-05-29,Cleared,REC012,5
STG001388,CAN00469,REQ1032,System Design Round,5,2025-06-06,Cleared,REC012,3
STG001389,CAN00469,REQ1032,Panel Round,6,2025-06-16,Cleared,REC006,3
STG001390,CAN00469,REQ1032,Offer Stage,7,2025-06-24,Cleared,REC001,5
STG001391,CAN00470,REQ1060,Recruiter Screening,1,2025-02-11,Rejected – Skills,\N,2
STG001392,CAN00471,REQ1001,Recruiter Screening,1,2025-01-23,Cleared,\N,5
STG001393,CAN00471,REQ1001,Profile Submission,2,2025-02-03,Cleared,REC001,3
STG001394,CAN00471,REQ1001,Technical Round 1,3,2025-02-13,Cleared,REC014,\N
STG001395,CAN00471,REQ1001,Technical Round 2,4,2025-02-26,Cleared,REC013,3
STG001396,CAN00471,REQ1001,Hiring Manager Round,5,2025-03-10,Cleared,REC008,4
STG001397,CAN00471,REQ1001,Offer Stage,6,2025-03-27,Rejected – Culture Fit,REC005,\N
STG001398,CAN00472,REQ1059,Recruiter Screening,1,2025-03-03,Rejected – Skills,\N,3
STG001399,CAN00473,REQ1034,Recruiter Screening,1,2024-09-13,Cleared,\N,4
STG001400,CAN00473,REQ1034,Profile Submission,2,2024-09-16,Cleared,REC006,4
STG001401,CAN00473,REQ1034,Technical Round 1,3,2024-09-20,Rejected – Skills,REC011,2
STG001402,CAN00474,REQ1030,Recruiter Screening,1,2025-03-05,Rejected – Skills,\N,2
STG001403,CAN00475,REQ1047,Recruiter Screening,1,2024-03-26,Cleared,\N,4
STG001404,CAN00475,REQ1047,Profile Submission,2,2024-03-27,Rejected – Skills,REC001,1
STG001405,CAN00476,REQ1030,Recruiter Screening,1,2025-02-24,Cleared,\N,4
STG001406,CAN00476,REQ1030,Profile Submission,2,2025-02-27,Cleared,REC002,5
STG001407,CAN00476,REQ1030,Technical Round 1,3,2025-03-03,Cleared,REC011,4
STG001408,CAN00476,REQ1030,Technical Round 2,4,2025-03-06,Cleared,REC013,4
STG001409,CAN00476,REQ1030,System Design Round,5,2025-03-13,Rejected – Skills,REC002,1
STG001410,CAN00477,REQ1043,Recruiter Screening,1,2024-02-06,Cleared,\N,3
STG001411,CAN00477,REQ1043,Profile Submission,2,2024-02-14,Cleared,REC015,3
STG001412,CAN00477,REQ1043,Technical Round 1,3,2024-02-19,Rejected – Compensation Mismatch,REC010,1
STG001413,CAN00478,REQ1040,Recruiter Screening,1,2025-04-28,Cleared,\N,3
STG001414,CAN00478,REQ1040,Profile Submission,2,2025-05-05,Cleared,REC003,5
STG001415,CAN00478,REQ1040,Technical Round 1,3,2025-05-12,Rejected – Skills,REC003,1
STG001416,CAN00479,REQ1033,Recruiter Screening,1,2024-09-17,Rejected – Skills,\N,3
STG001417,CAN00480,REQ1031,Recruiter Screening,1,2024-10-07,Cleared,\N,5
STG001418,CAN00480,REQ1031,Profile Submission,2,2024-10-08,Cleared,REC007,3
STG001419,CAN00481,REQ1055,Recruiter Screening,1,2024-04-22,Cleared,\N,\N
STG001420,CAN00481,REQ1055,Profile Submission,2,2024-04-25,Cleared,REC010,4
STG001421,CAN00481,REQ1055,Technical Round 1,3,2024-05-01,Cleared,REC012,3
STG001422,CAN00481,REQ1055,Technical Round 2,4,2024-05-08,Cleared,REC012,3
STG001423,CAN00481,REQ1055,System Design Round,5,2024-05-13,Cleared,REC003,4
STG001424,CAN00481,REQ1055,Panel Round,6,2024-05-14,Rejected – Compensation Mismatch,REC005,1
STG001425,CAN00482,REQ1049,Recruiter Screening,1,2025-01-14,Rejected – Skills,\N,1
STG001426,CAN00483,REQ1008,Recruiter Screening,1,2024-09-30,Cleared,\N,3
STG001427,CAN00483,REQ1008,HR Intro Round,2,2024-10-07,Cleared,REC014,4
STG001428,CAN00483,REQ1008,Technical Round 1,3,2024-10-15,Cleared,REC001,5
STG001429,CAN00483,REQ1008,Hiring Manager Round,4,2024-10-21,Cleared,REC003,3
STG001430,CAN00483,REQ1008,Offer Stage,5,2024-10-28,Rejected – Skills,REC008,2
STG001431,CAN00484,REQ1021,Recruiter Screening,1,2025-01-15,Cleared,\N,3
STG001432,CAN00484,REQ1021,Profile Submission,2,2025-01-21,Cleared,REC005,3
STG001433,CAN00484,REQ1021,Technical Round 1,3,2025-01-27,Cleared,REC005,5
STG001434,CAN00484,REQ1021,Technical Round 2,4,2025-01-30,Rejected – Skills,REC008,3
STG001435,CAN00485,REQ1048,Recruiter Screening,1,2024-05-20,Cleared,\N,3
STG001436,CAN00485,REQ1048,HR Intro Round,2,2024-05-27,Rejected – Culture Fit,REC002,3
STG001437,CAN00486,REQ1039,Recruiter Screening,1,2025-01-24,Rejected – Skills,\N,3
STG001438,CAN00487,REQ1003,Recruiter Screening,1,2024-08-12,Cleared,\N,5
STG001439,CAN00487,REQ1003,HR Intro Round,2,2024-08-13,Cleared,REC010,5
STG001440,CAN00487,REQ1003,Technical Round 1,3,2024-08-14,Cleared,REC001,3
STG001441,CAN00487,REQ1003,Hiring Manager Round,4,2024-08-15,Rejected – Culture Fit,REC011,1
STG001442,CAN00488,REQ1008,Recruiter Screening,1,2025-04-21,Rejected – Skills,\N,2
STG001443,CAN00489,REQ1055,Recruiter Screening,1,2024-03-27,Cleared,\N,3
STG001444,CAN00489,REQ1055,Profile Submission,2,2024-04-01,Cleared,REC011,3
STG001445,CAN00489,REQ1055,Technical Round 1,3,2024-04-08,Cleared,REC008,4
STG001446,CAN00489,REQ1055,Technical Round 2,4,2024-04-16,Cleared,REC007,3
STG001447,CAN00489,REQ1055,System Design Round,5,2024-04-23,Rejected – Culture Fit,REC001,3
STG001448,CAN00490,REQ1043,Recruiter Screening,1,2024-02-19,Cleared,\N,4
STG001449,CAN00490,REQ1043,Profile Submission,2,2024-02-23,Rejected – Skills,REC011,3
STG001450,CAN00491,REQ1040,Recruiter Screening,1,2025-03-24,Cleared,\N,3
STG001451,CAN00491,REQ1040,Profile Submission,2,2025-03-27,Cleared,REC010,3
STG001452,CAN00491,REQ1040,Technical Round 1,3,2025-03-31,Cleared,REC002,3
STG001453,CAN00491,REQ1040,Technical Round 2,4,2025-04-07,Cleared,REC001,4
STG001454,CAN00491,REQ1040,System Design Round,5,2025-04-11,Rejected – Culture Fit,REC007,2
STG001455,CAN00492,REQ1059,Recruiter Screening,1,2025-02-21,Rejected – Skills,\N,2
STG001456,CAN00493,REQ1058,Recruiter Screening,1,2025-03-25,Cleared,\N,3
STG001457,CAN00493,REQ1058,HR Intro Round,2,2025-03-31,Cleared,REC015,4
STG001458,CAN00493,REQ1058,Technical Round 1,3,2025-04-08,Rejected – Culture Fit,REC002,2
STG001459,CAN00494,REQ1030,Recruiter Screening,1,2025-03-11,Rejected – Skills,\N,1
